[17:05:13] [main/INFO]: ModLauncher running: args [--username, Gyomci, --version, forge-47.4.0, --gameDir, D:\curseforge_minecraft\Instances\Build my world, --assetsDir, D:\curseforge_minecraft\Install\assets, --assetIndex, 5, --uuid, facba8e826bb4e769390fd76512c428e, --accessToken, ????????, --clientId, c4d364-6b5dba-40da7f-959881-7a32ab, --xuid, 2535449832448927, --userType, msa, --versionType, release, --width, 1024, --height, 768, --launchTarget, forgeclient, --fml.forgeVersion, 47.4.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[17:05:13] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Eclipse Adoptium; OS Windows 10 arch amd64 version 10.0
[17:06:01] [Worker-ResourceReload-8/WARN]: Missing textures in model createfood:sugar_cane_juice#level=13:
    minecraft:textures/atlas/blocks.png:createfood:block/sugar_cane_juice_flow
[17:06:01] [Worker-ResourceReload-8/WARN]: Missing textures in model createfood:cream_frosting#level=0:
    minecraft:textures/atlas/blocks.png:createfood:block/cream_frosting_flow
[17:06:01] [Worker-ResourceReload-8/WARN]: Missing textures in model createfood:dark_chocolate#level=8:
    minecraft:textures/atlas/blocks.png:createfood:block/dark_chocolate_flow
[17:06:01] [Worker-ResourceReload-8/WARN]: Missing textures in model mmorpg:trap#facing=west,lit=true:
    minecraft:textures/atlas/blocks.png:minecraft:spells/trap
[17:06:01] [Worker-ResourceReload-8/WARN]: Missing textures in model createfood:milkshake#level=10:
    minecraft:textures/atlas/blocks.png:createfood:block/milkshake_flow
[17:06:01] [Worker-ResourceReload-8/WARN]: Missing textures in model createfood:glow_berry_jam#level=0:
    minecraft:textures/atlas/blocks.png:createfood:block/glow_berry_jam_flow
[17:06:01] [Worker-ResourceReload-8/WARN]: Missing textures in model createfood:berry_jam#level=10:
    minecraft:textures/atlas/blocks.png:createfood:block/berry_jam_flow
[17:06:01] [Worker-ResourceReload-8/WARN]: Missing textures in model createfood:glow_berry_ice_cream#level=10:
    minecraft:textures/atlas/blocks.png:createfood:block/glow_berry_ice_cream_flow
[17:06:01] [Worker-ResourceReload-8/WARN]: Missing textures in model oceanic_delight:paella_plate#facing=south,servings=0,waterlogged=false:
    minecraft:textures/atlas/blocks.png:oceanic_delight:block/
[17:06:01] [Worker-ResourceReload-8/WARN]: Missing textures in model createfood:hot_dark_chocolate#level=14:
    minecraft:textures/atlas/blocks.png:createfood:block/hot_dark_chocolate_flow
[17:06:01] [Worker-ResourceReload-8/WARN]: Missing textures in model oceanic_delight:paella_plate#facing=east,servings=0,waterlogged=false:
    minecraft:textures/atlas/blocks.png:oceanic_delight:block/
[17:06:01] [Worker-ResourceReload-8/WARN]: Missing textures in model createfood:apple_jam#level=6:
    minecraft:textures/atlas/blocks.png:createfood:block/apple_jam_flow
[17:06:01] [Worker-ResourceReload-8/WARN]: Missing textures in model createfood:coffee_toffee#level=3:
    minecraft:textures/atlas/blocks.png:createfood:block/coffee_toffee_flow
[17:06:01] [Worker-ResourceReload-8/WARN]: Missing textures in model createfood:hot_chocolate#level=0:
    minecraft:textures/atlas/blocks.png:createfood:block/hot_chocolate_flow
[17:06:01] [Worker-ResourceReload-8/WARN]: Missing textures in model createfood:molasses#level=15:
    minecraft:textures/atlas/blocks.png:createfood:block/molasses_flow
[17:06:01] [Worker-ResourceReload-8/WARN]: Missing textures in model createfood:chorus_fruit_milkshake#level=15:
    minecraft:textures/atlas/blocks.png:createfood:block/chorus_fruit_milkshake_flow
[17:06:01] [Worker-ResourceReload-8/WARN]: Missing textures in model createfood:chorus_fruit_ice_cream#level=14:
    minecraft:textures/atlas/blocks.png:createfood:block/chorus_fruit_ice_cream_flow
[17:06:01] [Worker-ResourceReload-8/WARN]: Missing textures in model createfood:fruit_smoothie#level=3:
    minecraft:textures/atlas/blocks.png:createfood:block/fruit_smoothie_flow
[17:06:01] [Worker-ResourceReload-8/WARN]: Missing textures in model delightful:sliced_gloomgourd#bites=3:
    minecraft:textures/atlas/blocks.png:undergarden:block/gloomgourd_side
    minecraft:textures/atlas/blocks.png:undergarden:block/gloomgourd_top
[17:06:01] [Worker-ResourceReload-8/WARN]: Missing textures in model delightful:sliced_gloomgourd#bites=2:
    minecraft:textures/atlas/blocks.png:undergarden:block/gloomgourd_side
    minecraft:textures/atlas/blocks.png:undergarden:block/gloomgourd_top
[17:06:01] [Worker-ResourceReload-8/WARN]: Missing textures in model oceanic_delight:sponge_cake#bites=1:
    minecraft:textures/atlas/blocks.png:oceanic_delight:block/
[17:06:01] [Worker-ResourceReload-8/WARN]: Missing textures in model createfood:ube_cream_frosting#level=0:
    minecraft:textures/atlas/blocks.png:createfood:block/ube_cream_frosting_flow
[17:06:01] [Worker-ResourceReload-8/WARN]: Missing textures in model mmorpg:black_hole#facing=south,lit=true:
    minecraft:textures/atlas/blocks.png:minecraft:entity/end_portal
[17:06:01] [Worker-ResourceReload-8/WARN]: Missing textures in model delightful:sliced_gloomgourd#bites=1:
    minecraft:textures/atlas/blocks.png:undergarden:block/gloomgourd_side
    minecraft:textures/atlas/blocks.png:undergarden:block/gloomgourd_top
[17:06:01] [Worker-ResourceReload-8/WARN]: Missing textures in model createfood:cacao_mass#level=2:
    minecraft:textures/atlas/blocks.png:createfood:block/cacao_mass_flow
[17:06:01] [Worker-ResourceReload-8/WARN]: Missing textures in model createfood:apple_cream_frosting#level=4:
    minecraft:textures/atlas/blocks.png:createfood:block/apple_cream_frosting_flow
[17:06:01] [Worker-ResourceReload-8/WARN]: Missing textures in model supplementaries:tater_in_a_jar#inventory:
    minecraft:textures/atlas/blocks.png:quark:model/tiny_potato/default
[17:06:01] [Worker-ResourceReload-8/WARN]: Missing textures in model createaddition:small_light_connector#facing=west,mode=push,powered=true,rotation=x_clockwise_180,variant=default:
    minecraft:textures/atlas/blocks.png:create:block/chute_block
[17:06:01] [Worker-ResourceReload-8/WARN]: Missing textures in model createfood:butterscotch_fudge#level=0:
    minecraft:textures/atlas/blocks.png:createfood:block/butterscotch_fudge_flow
[17:06:01] [Worker-ResourceReload-8/WARN]: Missing textures in model create_better_motors:multimeter#inventory:
    minecraft:textures/atlas/blocks.png:create_dd:block/gauge
[17:06:04] [Worker-ResourceReload-8/INFO]: Modifying unbaked models took 605ms
[17:06:05] [Worker-ResourceReload-1/INFO]: Loaded values for 57 compatible attributes.
[17:06:05] [Worker-ResourceReload-1/INFO]: Loaded 57 values from config.
[17:06:05] [Worker-ResourceReload-4/WARN]: Register mappings
[17:06:05] [Worker-ResourceReload-1/INFO]: Saving config file. 57 entries.
[17:06:05] [Worker-ResourceReload-1/INFO]: Applying changes for 57 attributes.
[17:06:05] [Worker-ResourceReload-12/INFO]: Loaded KubeJS integration
[17:06:05] [Worker-ResourceReload-11/INFO]: Start loading plugin at net.blay09.mods.balm.forge.compat.hudinfo.ForgeJadeModCompat
[17:06:05] [Worker-ResourceReload-11/INFO]: Start loading plugin at de.maxhenkel.corpse.integration.waila.PluginCorpse
[17:06:05] [Worker-ResourceReload-11/INFO]: Start loading plugin at com.ferreusveritas.dynamictrees.compat.waila.WailaCompat
[17:06:05] [Worker-ResourceReload-11/INFO]: Start loading plugin at com.aetherteam.aether.integration.jade.AetherJadePlugin
[17:06:05] [Worker-ResourceReload-11/INFO]: Start loading plugin at net.blay09.mods.cookingforblockheads.compat.ForgeJadeCookingForBlockheadsPlugin
[17:06:05] [Worker-ResourceReload-11/INFO]: Start loading plugin at net.blay09.mods.waystones.compat.JadeIntegration
[17:06:05] [Worker-ResourceReload-11/INFO]: Start loading plugin at blusunrize.immersiveengineering.common.util.compat.jade.IEWailaPlugin
[17:06:05] [Worker-ResourceReload-11/INFO]: Start loading plugin at snownee.jade.addon.vanilla.VanillaPlugin
[17:06:05] [Worker-ResourceReload-11/INFO]: Start loading plugin at snownee.jade.addon.universal.UniversalPlugin
[17:06:05] [Worker-ResourceReload-11/INFO]: Start loading plugin at snownee.jade.addon.core.CorePlugin
[17:06:05] [Worker-ResourceReload-11/INFO]: Start loading plugin at net.mehvahdjukaar.supplementaries.integration.JadeCompat
[17:06:05] [Worker-ResourceReload-11/INFO]: Start loading plugin at net.brnbrd.delightful.compat.jade.DelightfulJadePlugin
[17:06:05] [Worker-ResourceReload-11/INFO]: Start loading plugin at nz.co.mirality.jadecolonies.JadePlugin
[17:06:05] [Worker-ResourceReload-6/INFO]: Registering Ponder Scenes took 95.92 ms
[17:06:05] [Worker-ResourceReload-6/INFO]: Registering Ponder Tags took 5.220 ms
[17:06:05] [Render thread/INFO]: Successfully loaded config provider: com.mrcrayfish.configured.impl.forge.ForgeConfigProvider
[17:06:05] [Render thread/INFO]: Successfully loaded config provider: com.mrcrayfish.configured.impl.framework.FrameworkConfigProvider
[17:06:05] [Render thread/INFO]: Successfully loaded config provider: com.mrcrayfish.configured.impl.jei.JeiConfigProvider
[17:06:05] [Render thread/INFO]: Creating config GUI factories...
[17:06:05] [Render thread/INFO]: Registering config factory for mod alexsmobs. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod immersiveengineeringstructures. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod rechiseled_chipped. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod createcasing. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod dynamictreesplus. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod pickupnotifier. Found 2 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod hordes. Found 2 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod balm. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod jeresources. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod corpse. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod curios. Found 3 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod cumulus_menus. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod constructionwand. Found 2 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod corn_delight. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod dynamictrees. Found 2 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod sliceanddice. Found 2 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod mmorpg. Found 4 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod jei. Found 5 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod visualworkbench. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod goblintraders. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod dungeon_realm. Found 2 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod trowelsfork. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod naturescompass. Found 2 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod smarterfarmers. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod jumpboat. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod farmingforblockheads. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod create_extra_casing. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod molten_vents. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod corpsecurioscompat. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod forge. Found 2 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod idas. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod minecolonies_tweaks. Found 3 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod minecolonies_compatibility. Found 2 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod easier_sleeping. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod immersiveengineering. Found 3 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod createoreexcavation. Found 2 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod farmersrespite. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod flywheel. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod mantle. Found 2 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod zeta. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod structurize. Found 2 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod appleskin. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod aquaculture. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod delightful. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod responsiveshields. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod the_harvest. Found 2 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod aether. Found 3 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod sophisticatedcore. Found 2 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod cookingforblockheads. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod citadel. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod sophisticatedbackpacks. Found 2 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod create_mechanical_extruder. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod simpleplanes. Found 2 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod ends_delight. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod carryon. Found 2 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod sodiumdynamiclights. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod farmersdelight. Found 2 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod borninchaosdelight. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod modelfix. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod protection_pixel. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod patchouli. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod immersivelanterns. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod aiimprovements. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod waystones. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod molten_metals. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod watut. Found 3 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod akashictome. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod tconstruct. Found 2 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod sebastrnlib. Found 2 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod moonlight. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod mysterious_mountain_lib. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod coroutil. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod minecolonies. Found 3 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod rrls. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod crabbersdelight. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod create_enchantment_industry. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Registering config factory for mod createaddition. Found 1 config(s)
[17:06:05] [Render thread/INFO]: Added resource packs: []
[17:06:05] [Render thread/WARN]: Missing sound for event: minecraft:item.goat_horn.play
[17:06:05] [Render thread/WARN]: Missing sound for event: minecraft:entity.goat.screaming.horn_break
[17:06:05] [Render thread/WARN]: Missing sound for event: aether:entity.sentry.ambient
[17:06:05] [Render thread/INFO]: OpenAL initialized on device OpenAL Soft on SteelSeries Sonar - Gaming (SteelSeries Sonar Virtual Audio Device)
[17:06:05] [Render thread/INFO]: Sound engine started
[17:06:05] [Render thread/INFO]: Created: 8192x4096x4 minecraft:textures/atlas/blocks.png-atlas
[17:06:06] [Render thread/INFO]: Created: 512x512x4 minecraft:textures/atlas/signs.png-atlas
[17:06:06] [Render thread/INFO]: Created: 1024x512x4 minecraft:textures/atlas/banner_patterns.png-atlas
[17:06:06] [Render thread/INFO]: Created: 1024x1024x4 minecraft:textures/atlas/shield_patterns.png-atlas
[17:06:06] [Render thread/INFO]: Created: 2048x2048x4 minecraft:textures/atlas/armor_trims.png-atlas
[17:06:06] [Render thread/INFO]: Created: 1024x1024x4 minecraft:textures/atlas/chest.png-atlas
[17:06:06] [Render thread/INFO]: Created: 128x64x4 minecraft:textures/atlas/decorated_pot.png-atlas
[17:06:06] [Render thread/INFO]: Created: 512x256x4 minecraft:textures/atlas/shulker_boxes.png-atlas
[17:06:06] [Render thread/INFO]: Created: 512x256x4 minecraft:textures/atlas/beds.png-atlas
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to aquamirae:maze_rose, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to aquamirae:poisoned_chakra, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to aether:whirlwind, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to aether:evil_whirlwind, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:decrepit_skeleton, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:skeleton_demoman, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:decaying_zombie, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:baby_skeleton, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:baby_skeleton_minion, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:controlled_baby_skeleton, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:barrel_zombie, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:phantom_creeper, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:phantom_creeper_copy, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:door_knight, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:restless_spirit, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:skeleton_thrasher, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:pumpkin_spirit, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:seared_spirit, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:firelight, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:diamond_termite, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:bonescaller, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:bone_imp, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:bone_imp_minion, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:supreme_bonescaller, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:supreme_bonescaller_stage_2, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:dark_vortex, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:dread_hound, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:fallen_chaos_knight, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:scarlet_persecutor, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:spirit_guide, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:spirit_guide_assistant, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:zombie_clown, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:mr_pumpkin, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:mr_pumpkin_controlled, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:sir_pumpkinhead, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:felsteed, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:sir_pumpkinhead_without_horse, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:sir_the_headless, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:pumpkinhead, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:riding_felsteed, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:decaying_zombie_not_despawn, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:door_knight_not_despawn, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:bonescaller_not_despawn, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:supreme_bonescaller_not_despawn, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:skeleton_thrasher_not_despawn, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:dread_hound_not_despawn, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:firelight_not_despawn, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:zombie_clown_not_despawn, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:seared_spirit_not_despawn, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:dire_hound_leader, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:maggot, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:corpse_fly, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:bloody_gadfly, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:corpse_fish, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:zombie_fisherman, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:swarmer, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:thornshell_crab, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:glutton_fish, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:zombie_bruiser, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:pumpkin_bomb, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:senor_pumpkin, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:lord_pumpkinhead, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:lords_felsteed, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:lord_pumpkinhead_withouta_horse, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:lord_the_headless, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:lord_pumpkinhead_head, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:infernal_spirit, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:riding_lords_felsteed, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:zombie_lumberjack, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:siamese_skeletons, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:siamese_skeletonsleft, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:siamese_skeletonsright, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:missioner, has custom renderer that is not LivingEntityRenderer.
[17:06:06] [Render thread/WARN]: Could not apply rainbow color layer to born_in_chaos_v1:controlled_spiritual_assistant, has custom renderer that is not LivingEntityRenderer.
